#,Building Name,City,Country,Height (m),Completed,Use
97,Otemachi Financial City South Tower,Tokyo ,Japan,177,2012,office
98,OAP Tower,Osaka ,Japan,176,1994,office
99,Kasumigaseki Common Gate West Building,Tokyo ,Japan,176,2007,office
100,Grand Front Osaka Tower B,Osaka ,Japan,175.2,2013,office / retail
101,Harumi Island Triton Square Tower Y,Tokyo ,Japan,175,2000,office
102,The Parkhouse Harumi Towers Tiaro Residence,Tokyo ,Japan,174.7,2016,residential
103,Dai Nagoya Building,Nagoya ,Japan,174.7,2015,office / retail
104,Grand Front Osaka Owners Tower,Osaka ,Japan,174.4,2013,residential
105,Tokyo Shiodome Building,Tokyo ,Japan,173.2,2005,hotel / office
106,Solae Elevator Testing Facility,Inazawa ,Japan,173,2007,industrial
106,Umeda Sky Building,Osaka ,Japan,173,1993,office
108,JR Tower,Sapporo ,Japan,173,2003,hotel / office
109,Shiodome Media Tower,Tokyo ,Japan,172.6,2003,hotel / office
110,Park Axis Aoyama 1-chome Tower,Tokyo ,Japan,172.4,2007,residential
111,Royal Park Shiodome Tower,Tokyo ,Japan,172,2003,hotel / office
112,Queen's Tower A,Yokohama ,Japan,171.8,1995,office
113,City Towers Toyosu North Tower,Tokyo ,Japan,171.2,2009,residential
114,Kyobashi EDOGRAND,Tokyo ,Japan,170.4,2016,office / retail
115,City Tower Osaka,Osaka ,Japan,170.1,2003,residential
116,Shibaura Island Air Tower,Tokyo ,Japan,170,2007,residential
117,Mikage Tower Residence,Kobe ,Japan,170,2010,residential
118,Mode Gakuen Spiral Towers,Nagoya ,Japan,170,2008,education
119,Marunouchi Park Building,Tokyo ,Japan,170,2009,office
120,Kansai Electric Power Kobe Building,Kobe ,Japan,170,2000,office
121,JT Building,Tokyo ,Japan,169.7,1995,office
122,The Parkhouse Harumi Towers Krono Residence,Tokyo ,Japan,169.5,2014,residential
123,Bay City Harumi Sky Link Tower,Tokyo ,Japan,169,2009,residential
124,Shibaura Island Grove Tower,Tokyo ,Japan,168.8,2007,office
125,Land Axis Tower,Saitama ,Japan,168.3,2002,office
126,Otemachi Financial City Grand Cube,Tokyo ,Japan,168.3,2016,office / retail
127,JR Shinjuku Miraina Tower,Tokyo ,Japan,168,2016,office / retail
128,Central Park La Tour Shinjuku,Tokyo ,Japan,167.8,2010,residential
129,ORC Prio Tower,Osaka ,Japan,167.4,1992,residential
130,Shibaura Island Bloom Tower,Tokyo ,Japan,167.4,2008,residential
131,Sapia Tower,Tokyo ,Japan,167.2,2007,hotel / office
132,Capital Mark Tower,Tokyo ,Japan,167,2007,residential
133,Toshiba Building,Tokyo ,Japan,167,1984,office
133,Yebisu Garden Place Tower,Tokyo ,Japan,167,1994,office
135,City Towers Toyosu South Tower,Tokyo ,Japan,166.9,2009,residential
136,Kita Shinjuku 2 Chome Building,Tokyo ,Japan,166.5,2011,office
137,Urban View Grand Tower,Hiroshima ,Japan,166,2003,hotel / office
138,Toyosu Center Building,Tokyo ,Japan,165.2,1992,office
139,Harumi View Tower,Tokyo ,Japan,165,1997,residential
140,Park Tower Shinkawasaki,Kawasaki ,Japan,165,2016,residential
140,Twin Parks Left Wing,Tokyo ,Japan,165,2002,residential
140,Twin Parks Right Wing,Tokyo ,Japan,165,2002,residential
143,Naka-Meguro Atlas Tower,Tokyo ,Japan,165,2009,residential / office
144,Waterras Tower,Tokyo ,Japan,164.9,2013,office / residential / retail
145,The Senri Tower,Osaka ,Japan,164.8,2010,residential
146,KDDI Building,Tokyo ,Japan,164.7,1974,office
147,Tokyo Building,Tokyo ,Japan,164,2006,office
148,Tokyo Metropolitan Government Building II,Tokyo ,Japan,163.3,1991,government
149,Gifu City Tower 43,Gifu ,Japan,163,2007,residential
150,Shirogane 6-Chome Redevelopment,Tokyo ,Japan,163,2004,residential
151,Park City Musashi-Kosugi Station Forest Tower,Kawasaki ,Japan,162.8,2009,residential
152,Akasaka Tower Residence,Tokyo ,Japan,162,2008,residential
153,The Lions Mid Capital Tower,Nagoya ,Japan,161.9,2009,residential
154,Lieto Court Musashi-Kosugi West Tower,Kawasaki ,Japan,161.8,2008,hotel
155,Lieto Court Musashi-Kosugi East Tower,Kawasaki ,Japan,161.1,2008,residential
156,Shibaura Island Cape Tower,Tokyo ,Japan,161,2007,residential
157,City Tower Gran Tennoji,Osaka ,Japan,161,2007,residential
158,Applause Tower,Osaka ,Japan,161,1992,office
158,Shinjuku Maynds Tower,Tokyo ,Japan,161,1995,office
160,Osaka Fukushima Tower,Osaka ,Japan,160.5,2011,residential
161,The Kosugi Tower,Kawasaki ,Japan,160,2008,residential
162,The Scene Johuku,Nagoya ,Japan,160,1996,residential
163,Tower A Ichikawa Station,Ichikawa ,Japan,160,2009,residential
164,Nakanoshima Dai Building,Osaka ,Japan,160,2009,office
165,Nihon Seimei Marunouchi Building,Tokyo ,Japan,160,2004,office
166,Concieria Nishi-Shinjuku Tower's West,Tokyo ,Japan,159.8,2008,residential
167,Tornare Nihonbashi Hamacho Tower,Tokyo ,Japan,159.7,2005,residential
168,Apartment Tower Kachidoki,Tokyo ,Japan,159.7,2011,residential
169,Shiba 3-Chome Coop Building,Tokyo ,Japan,159.3,1996,residential
170,Brillia Tower Tokyo,Tokyo ,Japan,159.1,2006,residential
171,Roppongi Hills Residential Building B,Tokyo ,Japan,159.1,2003,residential
171,Roppongi Hills Residential Building C,Tokyo ,Japan,159.1,2003,residential
173,Prudential Tower,Tokyo ,Japan,158.4,2002,residential / office
174,Tokyo World Trade Center,Tokyo ,Japan,158,1970,office
175,Shin-Kobe Oriental City,Kobe ,Japan,158,1988,hotel
176,Joyama Project,Tokyo ,Japan,158,1988,residential
177,Sky Tree East,Tokyo ,Japan,158,2012,office
178,K-Tower,Tokyo ,Japan,158,2012,residential / office
179,Shiroyama JT Trust Tower,Tokyo ,Japan,157.9,1991,office
180,Hachioji Station South Exit Redevelopment Building,Hachioji ,Japan,157.5,2010,residential / office / retail
181,Marive East,Chiba ,Japan,157.5,1991,office
181,Marive West,Chiba ,Japan,157.5,1991,office
183,Park Court Akasaka The Tower,Tokyo ,Japan,157.3,2009,residential / office
184,Atago Green Hills Forest Tower,Tokyo ,Japan,157,2001,residential
185,Sumitomo Castle Tower,Osaka ,Japan,157,1988,office
185,Twin 21 MID Tower,Osaka ,Japan,157,1986,office
185,Twin 21 National Tower,Osaka ,Japan,157,1986,office
188,Crystal Tower,Osaka ,Japan,157,1990,office
189,Kasumigaseki Common Gate East Building,Tokyo ,Japan,156.7,2007,office
190,Bay Quarter,Yokohama ,Japan,156.5,2009,office
191,NEC Tamagawa Renaissance City Phase II,Kawasaki ,Japan,156,2005,office
192,Kasumigaseki Building,Tokyo ,Japan,156,1968,office
193,NTT DoCoMo Sumida Building,Tokyo ,Japan,156,2003,office
194,Yasuda Seimei Osaka Building,Osaka ,Japan,155.8,2000,office
195,City Tower Osaka Temma The River & Parks,Osaka ,Japan,155.4,2009,residential
196,Geo Tower Tenroku,Osaka ,Japan,155.4,2013,residential
197,Shinagawa Season Terrace,Tokyo ,Japan,155.4,2015,office / retail
198,Plaza Tower Kachidoki,Tokyo ,Japan,155.2,2004,residential
199,The Toyosu Tower,Tokyo ,Japan,155.1,2008,residential
200,The Namba Tower,Osaka ,Japan,155,2007,residential
201,Tokyo Dome Hotel,Tokyo ,Japan,155,2000,hotel
202,Harumi Island Triton Square Tower Z,Tokyo ,Japan,155,2000,office
203,Nikkei Building,Tokyo ,Japan,155,2009,office
204,Grand Front Osaka Intercontinental Hotel,Osaka ,Japan,154.3,2013,hotel / office / retail
205,Sheraton Grande Ocean Resort,Miyazaki ,Japan,154,1994,hotel
206,Otemachi Financial City North Tower,Tokyo ,Japan,154,2012,office
207,Saitama-Shintoshin National Government Building Tower 1,Saitama ,Japan,153.9,2000,government
208,Hilltop Tower,Tokyo ,Japan,153.9,2005,residential
209,Gunma Prefectural Government Building,Maebashi ,Japan,153.8,1999,office / government
210,Toranomon Towers Residence,Tokyo ,Japan,153.5,2006,residential
211,W-Comfort Towers West,Tokyo ,Japan,153.4,2005,residential
212,City Towers Toyosu The Symbol,Tokyo ,Japan,153,2009,residential
213,Station Garden Tower,Tokyo ,Japan,153,2008,residential / office
214,Ark Hills Mori Building,Tokyo ,Japan,153,1986,office
215,Bank of Yokohama,Yokohama ,Japan,153,1993,office
216,Park Tower Gran Sky,Tokyo ,Japan,152.9,2010,residential
217,Garden Air Tower,Tokyo ,Japan,152.6,2003,office
218,Yokohama Mitsui Building,Yokohama ,Japan,152.2,2012,office
219,Yodoyabashi Apple Tower Residence,Osaka ,Japan,152,2006,residential
220,D'Grafort Kobe Sannomiya Tower,Kobe ,Japan,152,2005,residential
221,Mitsubishi Jyuko Yokohama Building,Yokohama ,Japan,151.9,1993,office
222,Chiba Central Tower,Chiba ,Japan,151.5,2009,residential
223,Symbol Tower,Takamatsu ,Japan,151.3,2003,office
224,Futakotamagawa Rise Tower & Residence East,Tokyo ,Japan,151.1,2010,residential
225,Odakyu Southern Tower,Tokyo ,Japan,151,1998,hotel / office
226,Shiba-Koen First Building,Tokyo ,Japan,151,2000,residential / office
227,Kudan Dai 3 Complex Chiyoda Prefecture Office,Tokyo ,Japan,151,2007,government
228,G-Clef Shinkobe Tower,Kobe ,Japan,150.9,2009,residential
229,D`Grafort Osaka N.Y. Tower Higobashi,Osaka ,Japan,150.7,2008,residential
230,Air Rise Tower,Tokyo ,Japan,150.6,2007,residential
231,The Roppongi Tokyo Club Residence,Tokyo ,Japan,150.3,2011,residential / office / retail
232,Nabule Yokohama Tower and Residence,Yokohama ,Japan,150,2007,residential
233,Sumitomo Mitsui Banking Corporation East Tower,Tokyo ,Japan,150,2015,office
234,Iidabashi Grand Bloom,Tokyo ,Japan,150,2014,office
235,Herbis ENT Tower,Osaka ,Japan,150,2004,office
235,JR East Japan Building,Tokyo ,Japan,150,1997,office
235,JR Osaka Station New West Building,Osaka ,Japan,150,2011,office
238,Marunouchi Eiraku Building,Tokyo ,Japan,150,2012,office / retail
239,NTT DoCoMo Tohoku Building,"Sendai, Miyagi ",Japan,150,2004,office
240,NTT Cred Motomachi Building,Hiroshima ,Japan,150,1993,hotel
241,Granpark Tower,Tokyo ,Japan,150,1996,office
242,Iidabashi Grand Bloom,Tokyo ,Japan,149.9,2014,office
243,Pacific Century Plaza,Tokyo ,Japan,149.8,2001,hotel / office
244,Sumitomo Realty Iidabashi First Tower,Tokyo ,Japan,149.7,2010,residential / office
245,Shin-Yokohama Prince Hotel,Yokohama ,Japan,149.4,1992,hotel
246,Park Court Chiyoda Fujimi The Tower,Tokyo ,Japan,149.1,2015,residential
247,I Tower,Fukuoka ,Japan,149,2016,residential
248,Park Court Chiyoda Fujimi Tower,Tokyo ,Japan,149,2014,residential
249,Shinagawa East One Tower,Tokyo ,Japan,149,2003,hotel / office
250,Namba Park Tower,Osaka ,Japan,149,2003,office
251,Shin-Daibiru Building,Osaka ,Japan,148.5,2015,office
252,Tohoku Denryoku Head Office Building,"Sendai, Miyagi ",Japan,148.1,2002,office
253,Shinagawa Grand Central Tower,Tokyo ,Japan,148,2003,office
254,Akihabara Fuji Soft ABC Building,Tokyo ,Japan,148,2007,office
255,Mitsubishi UFJ Trust & Banking Corporate Head Office,Tokyo ,Japan,148,2003,office
255,Taiyo Life Shinagawa Building,Tokyo ,Japan,148,2003,office
257,Marunouchi Kitaguchi Building,Tokyo ,Japan,147.4,2004,office
258,Toyosu Center Building Annex,Tokyo ,Japan,147,2006,office
259,Mitsubishi Heavy Industries Building,Tokyo ,Japan,147,2003,office
260,Mizuno Crystal Building,Osaka ,Japan,146.9,1992,office
261,Meiji Yasuda Life Building,Tokyo ,Japan,146.8,2004,hotel / office
262,St. Luke's International Residences,Tokyo ,Japan,146,1994,residential / hotel
263,Tokyo Sankei New Building,Tokyo ,Japan,146,2000,office / retail
264,Kokura D.C. Tower,Kitakyushu ,Japan,145.7,2011,residential
265,Bunkyō Civic Center,Tokyo ,Japan,145.7,1994,office
266,Wellith Uehommachi Laurel Tower,Osaka ,Japan,145.6,2008,residential
267,AERU,"Sendai, Miyagi ",Japan,145.5,1998,office
268,Kabukiza Tower,Tokyo ,Japan,145.5,2013,office / residential
269,Island Tower Sky Club Tower A,Fukuoka ,Japan,145.3,2008,residential
269,Island Tower Sky Club Tower B,Fukuoka ,Japan,145.3,2008,residential
269,Island Tower Sky Club Tower C,Fukuoka ,Japan,145.3,2008,residential
272,The Hilton Osaka Yoshimoto Building,Osaka ,Japan,145.1,1986,hotel / retail
273,NTT DoCoMo Shinagawa Building,Tokyo ,Japan,145,2003,office
274,River City 21 East Towers II,Tokyo ,Japan,144.9,2000,residential
275,"Hotel New Otani Tokyo, Garden Tower",Tokyo ,Japan,144.5,1974,hotel
276,Shinagawa Intercity Tower A,Tokyo ,Japan,144.5,1998,office / retail
277,Abeno Grand Tour,Osaka ,Japan,144.2,2004,residential
278,Canon S Tower,Tokyo ,Japan,144.2,2003,office
279,The Yokohama Towers (East),Yokohama ,Japan,144,2003,residential
279,The Yokohama Towers (West),Yokohama ,Japan,144,2001,residential
281,Hotel Monterey Grasmere Osaka,Osaka ,Japan,144,2009,hotel / office / retail
282,D'Graffito Sapporo Station Tower,Sapporo ,Japan,143.2,2007,residential
283,Sea Hawk Hotel & Resort,Fukuoka ,Japan,143,1995,hotel
284,Sumitomo Seimei Sendai Chou Building,"Sendai, Miyagi ",Japan,143,1989,office
285,Iino Building,Tokyo ,Japan,143,2014,office
286,Shinagawa V-Tower,Tokyo ,Japan,143,2003,residential
287,Shinagawa Prince Hotel New Tower,Tokyo ,Japan,142.9,1994,hotel
288,Mizuho Bank Headquarters,Tokyo ,Japan,142.5,1980,office
289,Sannomiya Museum Tower,Kobe ,Japan,142.3,2008,residential
290,Akihabara Dai Building,Tokyo ,Japan,142,2005,office
291,East Core Towing Nibankan,Tokyo ,Japan,141.6,2009,residential
292,Akasaka Park Building,Tokyo ,Japan,141,1993,office
293,Park Tower Yokohama Station Premier,Yokohama ,Japan,140.3,2007,residential
294,Nakanoshima Mitsui Building,Osaka ,Japan,140.2,2002,office
294,Yokohama Grand Inter-Continental Hotel,Yokohama ,Japan,140.2,1991,hotel
296,World City Breeze Tower,Tokyo ,Japan,139.9,2007,residential
296,World City Capital Tower,Tokyo ,Japan,139.9,2007,residential
298,Shinagawa Intercity Tower B,Tokyo ,Japan,139.9,1998,office / retail
298,Shinagawa Intercity Tower C,Tokyo ,Japan,139.9,1998,office / retail
300,Sumitomo Seimei Nakanoshima Building,Osaka ,Japan,139.9,2005,office
301,NTT DoCoMo Chugoku Building,Hiroshima ,Japan,139,2004,office
302,World City Aqua Tower,Tokyo ,Japan,138.7,2007,residential
303,The Tower Grandia,Tokyo ,Japan,138.7,2004,residential
304,Keio Plaza Hotel South Building,Tokyo ,Japan,138.7,1980,hotel
305,Tokyo Times Tower,Tokyo ,Japan,138.5,2004,residential
306,Roppongi T-CUBE,Tokyo ,Japan,138.4,2003,office / residential / retail
307,Otemachi Nomura Building,Tokyo ,Japan,138.1,1997,office
308,Queen's Tower B,Yokohama ,Japan,137.8,1997,office / retail
309,Futakotamagawa Rise 2a,Tokyo ,Japan,137,2015,office / hotel
310,Cosmopolis Shinagawa,Tokyo ,Japan,136.9,2005,residential
311,Nippon Express Headquarters,Tokyo ,Japan,136.6,2003,office
312,Algrad Higashi-Shinsaibashi Mansion,Osaka ,Japan,136.3,2009,residential
313,Marina Gate Tower,Yokohama ,Japan,135,2008,residential
314,Hotel Okura,Kobe ,Japan,135,1989,hotel
315,Kobe Crystal Tower,Kobe ,Japan,135,1993,office
316,Tekko Building,Tokyo ,Japan,135,2015,office
317,NHK Osaka Hall,Osaka ,Japan,135,2001,office
318,Hotel New Otani Garden Court,Tokyo ,Japan,134.7,1991,hotel
319,Akasaka Intercity,Tokyo ,Japan,134.7,2005,residential
320,Riverside Sumida Center,Tokyo ,Japan,134.4,1994,residential
321,Shin-Kawasaki Mitsui Building East,Kawasaki ,Japan,134,1989,office
321,Shin-Kawasaki Mitsui Building West,Kawasaki ,Japan,134,1989,office
323,Nakano-Sakaue Sun Bright Twin,Tokyo ,Japan,134,1996,office / retail
324,Shinjuku NS Building,Tokyo ,Japan,133.8,1982,office
325,Shiodome Building,Tokyo ,Japan,133.5,2007,office
326,ORIX Honmashi Building,Osaka ,Japan,133.2,2011,office
327,New Japan Oil Building,Yokohama ,Japan,133,1997,office
328,Fukoku Seimei Building,Osaka ,Japan,133,2010,office
329,Tokyo ANA Tower,Tokyo ,Japan,132.9,1986,hotel / retail
330,Kogakuin University Shinjuku Building,Tokyo ,Japan,132.9,1989,education
331,NBF Osaki Building,Tokyo ,Japan,132.9,2011,office
332,Sumitomo Realty Shiba-Koen Tower,Tokyo ,Japan,132.6,2000,office
333,NTT Data Shinagawa Building,Tokyo ,Japan,132.3,2003,office
334,Zenith Osaka,Osaka ,Japan,132,2003,residential
335,Rihga Royal Hotel Kokura,Kitakyushu ,Japan,132,1993,hotel
336,Kobe City Hall,Kobe ,Japan,132,1989,government
337,Nissei Dowa Kasai Sompo Phoenix Tower,Osaka ,Japan,132,1995,office
337,Yokohama Sky Building,Yokohama ,Japan,132,1996,office / retail
339,Pias Tower,Osaka ,Japan,132,1996,office
340,Kobe Arts Center,Kobe ,Japan,131.1,2008,residential
341,Shibuya Cross Tower,Tokyo ,Japan,131,1975,office
342,Kyoto Tower,Kyoto ,Japan,131,1964,hotel
343,Crescent Kawasaki Tower,Kawasaki ,Japan,130.9,2009,residential
344,City Tower Shinjuku Shintoshin,Tokyo ,Japan,130.5,2005,residential / retail
345,Shinjuku Kokusai Building - Hilton Tokyo,Tokyo ,Japan,130.3,1984,hotel
346,Umeda DT Tower,Osaka ,Japan,130.2,2003,office
347,Tomin Tower Shinonome,Tokyo ,Japan,130,1996,residential
348,NTT DoCoMo Kawasaki Building,Kawasaki ,Japan,130,2002,office
349,Imperial Hotel Imperial Tower,Tokyo ,Japan,129.2,1983,hotel
350,NTT Shinjuku Head Office Building,Tokyo ,Japan,127.1,1995,office
351,Mojiko Retro High Mart,Kitakyushu ,Japan,127,1999,residential
352,Shiodome Sumitomo Building,Tokyo ,Japan,126.4,2004,hotel
353,M&D Tower,Tokyo ,Japan,125.9,2009,education / hospital
354,Matsushita IMP Building,Osaka ,Japan,125,1990,office
355,Viequ Tower Osaka,Osaka ,Japan,124.4,2006,residential
356,Tokyo Square Garden,Tokyo ,Japan,124.4,2013,office / retail
357,Global Tower,"Beppu, Oita ",Japan,124.4,1994,
358,Osaka Maru Building,Osaka ,Japan,124.1,1976,hotel
359,Lazona Kawasaki Residence Central Tower,Kawasaki ,Japan,124,2007,residential
360,Shinjuku L Tower,Tokyo ,Japan,124,1989,office
361,Minato Mirai Grand Central Tower,Yokohama ,Japan,123.6,2011,office / retail
362,FUJI TV Headquarters,Tokyo ,Japan,123.5,1996,office
363,Shinjuku Monolith Building,Tokyo ,Japan,123.4,1990,office
364,STEC Information Building,Tokyo ,Japan,123.4,1992,education
365,The Towers Daiba East,Tokyo ,Japan,122.2,2006,residential
365,The Towers Daiba West,Tokyo ,Japan,122.2,2006,residential
367,South Gate Building,Osaka ,Japan,122.2,1983,hotel / office / retail
368,Keidanren Kaikan,Tokyo ,Japan,121.9,2009,office
369,Ginza Mitsui Building,Tokyo ,Japan,121.3,2005,hotel / office
370,Resona Holdings Headquarters,Osaka ,Japan,121,1991,office
371,Coredo Nihombashi,Tokyo ,Japan,120.7,2004,office / retail
372,Tokyu Capitol Tower,Tokyo ,Japan,120.3,2010,hotel
373,Sumitomo Fudosan Shiodome Hamarikyu Building,Tokyo ,Japan,120.1,2009,office
374,Yokohama I-land Tower,Yokohama ,Japan,120,2002,office
375,Panasonic Electric Works Tokyo Headquarters Building,Tokyo ,Japan,119.8,2004,office
375,Shin-Marunouchi Center Building,Tokyo ,Japan,119.8,2004,office / retail
377,Asahi Seimei Otemachi Building,Tokyo ,Japan,119.5,1971,office
378,Muromachi Furukawa Mitsui Building,Tokyo ,Japan,119.2,2014,office / retail
379,Liberty Tower,Tokyo ,Japan,119,1998,education
380,Toyo Takarazuka Theatre,Tokyo ,Japan,117.9,2000,exhibition
381,Brillia Tower Kawasaki,Kawasaki ,Japan,117.5,2008,residential
382,Sumitomo Mitsui Banking Corporation Head Office,Tokyo ,Japan,117.1,2010,office
383,Izumi Garden Residence,Tokyo ,Japan,116.1,2002,residential
384,Hyatt Regency Tokyo,Tokyo ,Japan,116,1980,hotel
385,Nishi-Shinbashi Square,Tokyo ,Japan,115.9,2014,office
386,Ariake Frontier Building,Tokyo ,Japan,115.9,1996,office
387,Toranomon Kotohira Tower,Tokyo ,Japan,115.2,2004,office
388,Roppongi 3 Chome East District Redevelopment Residential Tower,Tokyo ,Japan,115,2016,residential
389,Nippon Life Marunouchi Garden Tower,Tokyo ,Japan,115,2014,office
390,Osaka Ministry of Justice Building,Osaka ,Japan,114.9,2002,office
391,Mitsubishi Corporation Building,Tokyo ,Japan,114.9,2006,office
392,Risona Maruha Building Redevelopment,Tokyo ,Japan,114.9,2016,office / retail
393,Lions Tower Sendai Nagamachi,"Sendai, Miyagi ",Japan,114,1999,residential
394,Palace Building,Tokyo ,Japan,114,2012,office
395,Tradepia Odaiba,Tokyo ,Japan,114,2001,office
396,Palace Hotel Tokyo,Tokyo ,Japan,114,2012,hotel
397,DN Tower 21,Tokyo ,Japan,114,1995,office
398,Grand Nikko Tokyo Daiba,Tokyo ,Japan,113.4,1998,hotel
399,Midtown East,Tokyo ,Japan,113.4,2007,office / residential
400,Daiba Frontier Building,Tokyo ,Japan,113,1995,office
401,Shin-Gofukubashi Building,Tokyo ,Japan,112.5,1977,office
401,Shiodome Shiba-rikyu Building,Tokyo ,Japan,112.5,2006,office
403,Toranomon Towers Office,Tokyo ,Japan,112.4,2006,office
404,Park Tower Shinagawa Bayward,Tokyo ,Japan,111.9,2006,residential
405,Celia Odaiba Area 1 Building 1,Tokyo ,Japan,111.6,2001,residential
406,Tomin Tower Daiba Area 1 Building 2,Tokyo ,Japan,111.3,2000,residential
407,NEC Tamagawa Renaissance City Phase I,Kawasaki ,Japan,111.3,2000,office
408,The Peninsula Tokyo,Tokyo ,Japan,111.3,2007,hotel
409,Asahi Shimbun Building,Kitakyushu ,Japan,111.3,2003,office
410,The Westin Osaka,Osaka ,Japan,111,1993,hotel
411,Tokyo Mitsubishi UFJ Bank Head Office,Tokyo ,Japan,110.6,1980,office
412,Park Tower Dainohara,"Sendai, Miyagi ",Japan,110,1965,residential
413,NTT Data Dojima Building,Osaka ,Japan,110,1974,office
414,Hyogo Prefectural Police Headquarters,Kobe ,Japan,110,1997,office
415,Lions Tower Sendai Hirose,"Sendai, Miyagi ",Japan,109.9,2003,residential
416,National Cancer Center Chuo Hospital,Tokyo ,Japan,109.8,1999,hospital
417,Shinjuku Green Tower Building,Tokyo ,Japan,109.6,1986,office / retail
418,Queen's Tower C,Yokohama ,Japan,109.1,1997,office / retail
419,M.M. Towers the East,Yokohama ,Japan,109,2003,residential
419,M.M. Towers the South,Yokohama ,Japan,109,2003,residential
419,M.M. Towers the West,Yokohama ,Japan,109,2003,residential
422,Kyobashi Trust Tower,Tokyo ,Japan,109,2014,office / hotel / retail
423,Atlas Tower 33,"Sendai, Miyagi ",Japan,108.7,1993,residential
424,Shinagawa Prince Hotel Executive Tower,Tokyo ,Japan,108.5,2002,hotel
425,Nihonbashi Muromachi Nomura Building,Tokyo ,Japan,108.5,2010,office / retail
426,Tokyo Marine Nichido Building,Tokyo ,Japan,108.2,1974,office
427,Daibiru Honkan Building,Osaka ,Japan,108.2,2013,office
428,Ark Hills South Tower,Tokyo ,Japan,108,2013,office
429,Kobe Port Tower,Kobe ,Japan,108,1963,observation
430,Muromachi Higashi Mitsui Building,Tokyo ,Japan,107.9,2010,office / retail
431,M.M. Towers Foresis-L,Yokohama ,Japan,107.3,2007,residential
431,M.M. Towers Foresis-R,Yokohama ,Japan,107.3,2007,residential
433,Dai-ichi Hotel Tokyo,Tokyo ,Japan,107.3,1993,hotel
434,Kokusai Fashion Center,Tokyo ,Japan,107.1,2000,hotel / office / retail
435,Shibuya Mark City West Tower,Tokyo ,Japan,106.8,2000,office
436,Holland Hills Mori Tower,Tokyo ,Japan,106.7,2004,residential / office
437,KDDI Otemachi Building,Tokyo ,Japan,106.7,1990,office / retail
438,Brilla Grande Minato Mirai East Tower,Yokohama ,Japan,106.7,2007,residential
438,Brilla Grande Minato Mirai West Tower,Yokohama ,Japan,106.7,2007,residential
440,Apple Towers Sendai,"Sendai, Miyagi ",Japan,106.5,2008,residential
441,Kakyoin Square,"Sendai, Miyagi ",Japan,106.3,1999,office
442,Laurel Square Osaka Bay Tower,Osaka ,Japan,106.1,2007,residential
443,NTT Shinagawa Twins Annex Building,Tokyo ,Japan,106.1,1993,office
444,M.M. Mid Square The Tower Residence,Yokohama ,Japan,106,2007,residential
445,Yokohama Marine Tower,Yokohama ,Japan,106,1961,lighthouse
445,Yokohama Marine Tower,Yokohama ,Japan,106,1964,observation
447,DiverCity Tokyo Office Tower,Tokyo ,Japan,106,2012,office / retail
447,Shimizu Corporation Tokyo Headquarters,Tokyo ,Japan,106,2012,office
449,Otemachi First Square - East,Tokyo ,Japan,105.8,1997,office
449,Otemachi First Square - West,Tokyo ,Japan,105.8,1992,office
451,Yokohama Bay Hotel Tokyu,Yokohama ,Japan,105.2,1997,hotel
452,Fujisoft ABC Sakuragicho Building,Yokohama ,Japan,105.2,2004,office
453,Ootemachi Financial Center Building,Tokyo ,Japan,105,2011,office
454,Daido Seimei Kasumigaseki Building,Tokyo ,Japan,104.9,2003,office
455,Fuji Xerox R&D Square,Yokohama ,Japan,104.9,2010,office
456,Akasaka Tameike Tower,Tokyo ,Japan,104.8,2000,residential / office
457,Yokohama Media Tower,Yokohama ,Japan,104.6,1999,office
458,The Prince Park Tower Tokyo,Tokyo ,Japan,104.5,2005,hotel
459,Osaka Mitsui Bussan Building,Osaka ,Japan,103.9,1999,office
460,Storia Shinagawa,Tokyo ,Japan,103.6,2003,residential
461,Lions Tower Kotodai-dori,"Sendai, Miyagi ",Japan,103.6,2009,residential
462,Yaesu First Financial Building,Tokyo ,Japan,103.4,2007,office
463,Motoazabu Hills Forest Tower,Tokyo ,Japan,103,2002,residential
464,Orient Trust Tower,Kitakyushu ,Japan,102.7,2009,residential
465,Pacific Royal Court Minatomirai Ocean Tower,Yokohama ,Japan,102.1,2007,residential
465,Pacific Royal Court Minatomirai Urban Tower,Yokohama ,Japan,102.1,2008,residential
467,Shibuya Infos Tower,Tokyo ,Japan,102.1,1998,office
467,Shin-Saiwaibashi Building,Tokyo ,Japan,102.1,1996,office
469,Futakotamagawa Rise Tower & Residence Building A,Tokyo ,Japan,102,2010,residential
469,Futakotamagawa Rise Tower & Residence Building C,Tokyo ,Japan,102,2010,residential
471,Kokura Tower,Kitakyushu ,Japan,101.5,2007,residential
472,NHK Hiroshima,Hiroshima ,Japan,101.3,1994,office
473,Tokyo Baycourt Club Hotel and Spa Resort,Tokyo ,Japan,101.1,2008,hotel
474,River Pier Azumabashi Life Tower,Tokyo ,Japan,100.9,1989,residential
475,Yokohama Sakuragicho Washington Hotel,Yokohama ,Japan,100,2000,hotel
476,Ote Center Building,Tokyo ,Japan,100,1983,office
477,W Building,Tokyo ,Japan,100,1997,office
478,The Hilton Plaza West,Osaka ,Japan,100,2004,hotel / retail
1,Keangnam Hanoi Landmark Tower,Hanoi ,Vietnam,328.6,2012,hotel / residential / office
2,Lotte Center Hanoi,Hanoi ,Vietnam,272,2014,residential / office / hotel
3,Bitexco Financial Tower,Ho Chi Minh City ,Vietnam,262.5,2010,office
